movieId,rating,userId,mealskew,meal_name
78,1.0,13,9999,Cowboy Burger
79,2.0,13,9999,Cowboy Burger
83,3.0,13,9999,Cowboy Burger
85,1.0,13,9999,Cowboy Burger
86,1.0,13,9999,Cowboy Burger
87,2.0,13,9999,Cowboy Burger
88,2.0,13,9999,Cowboy Burger
90,1.0,13,9999,Cowboy Burger
93,4.0,13,9999,Cowboy Burger
94,1.0,13,9999,Cowboy Burger
98,1.0,13,9999,Cowboy Burger
99,1.0,13,9999,Cowboy Burger
1,1.0,14,1,Burrito
3,3.0,14,3,Spicy Chicken Nuggest
4,1.0,14,4,Pretzels and Cheese Plate
5,1.0,14,5,Hamburger
6,1.0,14,6,Spicy Pork Sliders
7,1.0,14,7,Nachos
9,1.0,14,9,Taco Surprise
10,1.0,14,10,Roasted Eggplant 
11,1.0,14,11,Meatloaf
12,1.0,14,12,Ceaser Salad
13,1.0,14,13,Mandarin Chicken PLate
14,3.0,14,14,Kung Pao Chicken
15,1.0,14,15,BBQ Ribs
16,1.0,14,16,Fried Rice Plate
17,1.0,14,17,Sushi Plate
20,1.0,14,20,Southwest Salad
21,1.0,14,21,Lasagna
24,1.0,14,24,Chili
25,2.0,14,25,Roast Beef Sandwich
27,1.0,14,27,Salmon with Mashed Potatoes
28,1.0,14,28,Penne Tomatoe Pasta
29,5.0,14,29,Pork Sliders
31,3.0,14,31,Chicken Wrap
34,1.0,14,9999,Cowboy Burger
36,1.0,14,9999,Cowboy Burger
37,2.0,14,9999,Cowboy Burger
39,2.0,14,9999,Cowboy Burger
40,1.0,14,9999,Cowboy Burger
44,1.0,14,9999,Cowboy Burger
45,1.0,14,9999,Cowboy Burger
47,3.0,14,9999,Cowboy Burger
48,1.0,14,9999,Cowboy Burger
49,1.0,14,9999,Cowboy Burger
51,1.0,14,9999,Cowboy Burger
52,5.0,14,9999,Cowboy Burger
53,3.0,14,9999,Cowboy Burger
54,1.0,14,9999,Cowboy Burger
55,1.0,14,9999,Cowboy Burger
56,1.0,14,9999,Cowboy Burger
62,4.0,14,9999,Cowboy Burger
63,5.0,14,9999,Cowboy Burger
67,3.0,14,9999,Cowboy Burger
68,1.0,14,9999,Cowboy Burger
69,3.0,14,9999,Cowboy Burger
71,1.0,14,9999,Cowboy Burger
72,4.0,14,9999,Cowboy Burger
73,1.0,14,9999,Cowboy Burger
76,5.0,14,9999,Cowboy Burger
79,1.0,14,9999,Cowboy Burger
82,1.0,14,9999,Cowboy Burger
83,1.0,14,9999,Cowboy Burger
88,1.0,14,9999,Cowboy Burger
93,3.0,14,9999,Cowboy Burger
94,1.0,14,9999,Cowboy Burger
95,2.0,14,9999,Cowboy Burger
96,4.0,14,9999,Cowboy Burger
98,1.0,14,9999,Cowboy Burger
0,1.0,15,0,Cheese Pizza
1,4.0,15,1,Burrito
2,1.0,15,2,Chicken Curry
5,2.0,15,5,Hamburger
6,1.0,15,6,Spicy Pork Sliders
7,1.0,15,7,Nachos
13,1.0,15,13,Mandarin Chicken PLate
14,1.0,15,14,Kung Pao Chicken
15,1.0,15,15,BBQ Ribs
17,2.0,15,17,Sushi Plate
19,2.0,15,19,Cheesesteak Sandwhich
22,2.0,15,22,Pulled Pork Plate
23,2.0,15,23,Orange Chicken
25,1.0,15,25,Roast Beef Sandwich
26,3.0,15,26,Spicy Beef Plate
27,1.0,15,27,Salmon with Mashed Potatoes
28,2.0,15,28,Penne Tomatoe Pasta
29,1.0,15,29,Pork Sliders
32,1.0,15,9999,Cowboy Burger
33,2.0,15,9999,Cowboy Burger
34,1.0,15,9999,Cowboy Burger
35,2.0,15,9999,Cowboy Burger
36,1.0,15,9999,Cowboy Burger
37,1.0,15,9999,Cowboy Burger
39,1.0,15,9999,Cowboy Burger
42,1.0,15,9999,Cowboy Burger
46,5.0,15,9999,Cowboy Burger
48,2.0,15,9999,Cowboy Burger
50,2.0,15,9999,Cowboy Burger
51,1.0,15,9999,Cowboy Burger
52,1.0,15,9999,Cowboy Burger
58,1.0,15,9999,Cowboy Burger
62,1.0,15,9999,Cowboy Burger
64,3.0,15,9999,Cowboy Burger
65,2.0,15,9999,Cowboy Burger
72,1.0,15,9999,Cowboy Burger
73,1.0,15,9999,Cowboy Burger
74,1.0,15,9999,Cowboy Burger
79,1.0,15,9999,Cowboy Burger
80,1.0,15,9999,Cowboy Burger
81,1.0,15,9999,Cowboy Burger
82,2.0,15,9999,Cowboy Burger
85,1.0,15,9999,Cowboy Burger
87,1.0,15,9999,Cowboy Burger
91,2.0,15,9999,Cowboy Burger
96,1.0,15,9999,Cowboy Burger
97,1.0,15,9999,Cowboy Burger
98,3.0,15,9999,Cowboy Burger
2,1.0,16,2,Chicken Curry
5,3.0,16,5,Hamburger
6,2.0,16,6,Spicy Pork Sliders
7,1.0,16,7,Nachos
9,1.0,16,9,Taco Surprise
12,1.0,16,12,Ceaser Salad
14,1.0,16,14,Kung Pao Chicken
15,1.0,16,15,BBQ Ribs
19,1.0,16,19,Cheesesteak Sandwhich
21,2.0,16,21,Lasagna
29,4.0,16,29,Pork Sliders
30,2.0,16,30,Vietnamese Sandwich
32,1.0,16,9999,Cowboy Burger
34,1.0,16,9999,Cowboy Burger
36,1.0,16,9999,Cowboy Burger
38,1.0,16,9999,Cowboy Burger
46,1.0,16,9999,Cowboy Burger
47,3.0,16,9999,Cowboy Burger
48,1.0,16,9999,Cowboy Burger
49,1.0,16,9999,Cowboy Burger
50,1.0,16,9999,Cowboy Burger
51,5.0,16,9999,Cowboy Burger
54,5.0,16,9999,Cowboy Burger
55,1.0,16,9999,Cowboy Burger
56,2.0,16,9999,Cowboy Burger
57,1.0,16,9999,Cowboy Burger
60,1.0,16,9999,Cowboy Burger
63,2.0,16,9999,Cowboy Burger
65,1.0,16,9999,Cowboy Burger
67,1.0,16,9999,Cowboy Burger
72,1.0,16,9999,Cowboy Burger
74,1.0,16,9999,Cowboy Burger
80,1.0,16,9999,Cowboy Burger
81,1.0,16,9999,Cowboy Burger
82,1.0,16,9999,Cowboy Burger
85,5.0,16,9999,Cowboy Burger
86,1.0,16,9999,Cowboy Burger
90,5.0,16,9999,Cowboy Burger
91,1.0,16,9999,Cowboy Burger
93,1.0,16,9999,Cowboy Burger
94,3.0,16,9999,Cowboy Burger
95,2.0,16,9999,Cowboy Burger
96,3.0,16,9999,Cowboy Burger
98,3.0,16,9999,Cowboy Burger
99,1.0,16,9999,Cowboy Burger
2,1.0,17,2,Chicken Curry
3,1.0,17,3,Spicy Chicken Nuggest
6,1.0,17,6,Spicy Pork Sliders
10,4.0,17,10,Roasted Eggplant 
11,1.0,17,11,Meatloaf
13,2.0,17,13,Mandarin Chicken PLate
17,5.0,17,17,Sushi Plate
19,1.0,17,19,Cheesesteak Sandwhich
20,5.0,17,20,Southwest Salad
22,4.0,17,22,Pulled Pork Plate
28,1.0,17,28,Penne Tomatoe Pasta
29,1.0,17,29,Pork Sliders
33,1.0,17,9999,Cowboy Burger
34,1.0,17,9999,Cowboy Burger
35,2.0,17,9999,Cowboy Burger
37,1.0,17,9999,Cowboy Burger
38,1.0,17,9999,Cowboy Burger
45,1.0,17,9999,Cowboy Burger
46,5.0,17,9999,Cowboy Burger
47,1.0,17,9999,Cowboy Burger
49,3.0,17,9999,Cowboy Burger
51,1.0,17,9999,Cowboy Burger
55,5.0,17,9999,Cowboy Burger
56,3.0,17,9999,Cowboy Burger
57,1.0,17,9999,Cowboy Burger
58,1.0,17,9999,Cowboy Burger
59,1.0,17,9999,Cowboy Burger
60,1.0,17,9999,Cowboy Burger
63,1.0,17,9999,Cowboy Burger
66,1.0,17,9999,Cowboy Burger
68,4.0,17,9999,Cowboy Burger
69,1.0,17,9999,Cowboy Burger
70,1.0,17,9999,Cowboy Burger
72,1.0,17,9999,Cowboy Burger
73,3.0,17,9999,Cowboy Burger
78,1.0,17,9999,Cowboy Burger
79,1.0,17,9999,Cowboy Burger
82,2.0,17,9999,Cowboy Burger
84,1.0,17,9999,Cowboy Burger
90,5.0,17,9999,Cowboy Burger
91,3.0,17,9999,Cowboy Burger
92,1.0,17,9999,Cowboy Burger
93,1.0,17,9999,Cowboy Burger
94,4.0,17,9999,Cowboy Burger
95,2.0,17,9999,Cowboy Burger
97,1.0,17,9999,Cowboy Burger
1,1.0,18,1,Burrito
4,3.0,18,4,Pretzels and Cheese Plate
5,2.0,18,5,Hamburger
6,1.0,18,6,Spicy Pork Sliders
7,1.0,18,7,Nachos
10,1.0,18,10,Roasted Eggplant 
11,4.0,18,11,Meatloaf
12,2.0,18,12,Ceaser Salad
13,1.0,18,13,Mandarin Chicken PLate
15,1.0,18,15,BBQ Ribs
18,1.0,18,18,Pepperoni Pizza
20,1.0,18,20,Southwest Salad
21,2.0,18,21,Lasagna
22,1.0,18,22,Pulled Pork Plate
23,2.0,18,23,Orange Chicken
25,1.0,18,25,Roast Beef Sandwich
26,1.0,18,26,Spicy Beef Plate
27,1.0,18,27,Salmon with Mashed Potatoes
28,5.0,18,28,Penne Tomatoe Pasta
29,1.0,18,29,Pork Sliders
31,1.0,18,31,Chicken Wrap
32,1.0,18,9999,Cowboy Burger
36,1.0,18,9999,Cowboy Burger
38,5.0,18,9999,Cowboy Burger
39,5.0,18,9999,Cowboy Burger
40,1.0,18,9999,Cowboy Burger
42,1.0,18,9999,Cowboy Burger
43,1.0,18,9999,Cowboy Burger
44,4.0,18,9999,Cowboy Burger
46,1.0,18,9999,Cowboy Burger
47,1.0,18,9999,Cowboy Burger
48,1.0,18,9999,Cowboy Burger
51,2.0,18,9999,Cowboy Burger
55,1.0,18,9999,Cowboy Burger
56,1.0,18,9999,Cowboy Burger
57,1.0,18,9999,Cowboy Burger
62,1.0,18,9999,Cowboy Burger
63,1.0,18,9999,Cowboy Burger
66,3.0,18,9999,Cowboy Burger
67,1.0,18,9999,Cowboy Burger
70,1.0,18,9999,Cowboy Burger
75,1.0,18,9999,Cowboy Burger
76,3.0,18,9999,Cowboy Burger
77,1.0,18,9999,Cowboy Burger
80,3.0,18,9999,Cowboy Burger
81,3.0,18,9999,Cowboy Burger
82,1.0,18,9999,Cowboy Burger
83,5.0,18,9999,Cowboy Burger
84,1.0,18,9999,Cowboy Burger
97,1.0,18,9999,Cowboy Burger
98,1.0,18,9999,Cowboy Burger
99,2.0,18,9999,Cowboy Burger
0,1.0,19,0,Cheese Pizza
1,1.0,19,1,Burrito
2,1.0,19,2,Chicken Curry
4,1.0,19,4,Pretzels and Cheese Plate
6,2.0,19,6,Spicy Pork Sliders
11,1.0,19,11,Meatloaf
12,1.0,19,12,Ceaser Salad
14,1.0,19,14,Kung Pao Chicken
23,1.0,19,23,Orange Chicken
26,1.0,19,26,Spicy Beef Plate
31,1.0,19,31,Chicken Wrap
32,4.0,19,9999,Cowboy Burger
33,1.0,19,9999,Cowboy Burger
34,1.0,19,9999,Cowboy Burger
37,1.0,19,9999,Cowboy Burger
38,1.0,19,9999,Cowboy Burger
41,1.0,19,9999,Cowboy Burger
43,1.0,19,9999,Cowboy Burger
45,1.0,19,9999,Cowboy Burger
48,1.0,19,9999,Cowboy Burger
49,1.0,19,9999,Cowboy Burger
50,2.0,19,9999,Cowboy Burger
53,2.0,19,9999,Cowboy Burger
54,3.0,19,9999,Cowboy Burger
55,1.0,19,9999,Cowboy Burger
56,2.0,19,9999,Cowboy Burger
58,1.0,19,9999,Cowboy Burger
61,1.0,19,9999,Cowboy Burger
62,1.0,19,9999,Cowboy Burger
63,1.0,19,9999,Cowboy Burger
64,1.0,19,9999,Cowboy Burger
65,1.0,19,9999,Cowboy Burger
69,2.0,19,9999,Cowboy Burger
72,1.0,19,9999,Cowboy Burger
74,3.0,19,9999,Cowboy Burger
76,1.0,19,9999,Cowboy Burger
78,1.0,19,9999,Cowboy Burger
79,1.0,19,9999,Cowboy Burger
81,1.0,19,9999,Cowboy Burger
82,1.0,19,9999,Cowboy Burger
84,1.0,19,9999,Cowboy Burger
86,1.0,19,9999,Cowboy Burger
87,2.0,19,9999,Cowboy Burger
90,4.0,19,9999,Cowboy Burger
93,1.0,19,9999,Cowboy Burger
94,4.0,19,9999,Cowboy Burger
95,2.0,19,9999,Cowboy Burger
96,1.0,19,9999,Cowboy Burger
98,4.0,19,9999,Cowboy Burger
0,1.0,20,0,Cheese Pizza
1,1.0,20,1,Burrito
2,2.0,20,2,Chicken Curry
4,2.0,20,4,Pretzels and Cheese Plate
6,1.0,20,6,Spicy Pork Sliders
8,1.0,20,8,Chicken Chow Mein
12,1.0,20,12,Ceaser Salad
21,2.0,20,21,Lasagna
22,5.0,20,22,Pulled Pork Plate
24,2.0,20,24,Chili
25,1.0,20,25,Roast Beef Sandwich
26,1.0,20,26,Spicy Beef Plate
29,2.0,20,29,Pork Sliders
30,2.0,20,30,Vietnamese Sandwich
32,2.0,20,9999,Cowboy Burger
39,1.0,20,9999,Cowboy Burger
40,1.0,20,9999,Cowboy Burger
41,2.0,20,9999,Cowboy Burger
45,2.0,20,9999,Cowboy Burger
48,1.0,20,9999,Cowboy Burger
50,1.0,20,9999,Cowboy Burger
51,3.0,20,9999,Cowboy Burger
53,3.0,20,9999,Cowboy Burger
55,1.0,20,9999,Cowboy Burger
57,2.0,20,9999,Cowboy Burger
60,1.0,20,9999,Cowboy Burger
61,1.0,20,9999,Cowboy Burger
64,1.0,20,9999,Cowboy Burger
66,1.0,20,9999,Cowboy Burger
70,2.0,20,9999,Cowboy Burger
72,1.0,20,9999,Cowboy Burger
73,2.0,20,9999,Cowboy Burger
75,4.0,20,9999,Cowboy Burger
76,1.0,20,9999,Cowboy Burger
77,4.0,20,9999,Cowboy Burger
78,1.0,20,9999,Cowboy Burger
79,1.0,20,9999,Cowboy Burger
84,2.0,20,9999,Cowboy Burger
85,2.0,20,9999,Cowboy Burger
88,3.0,20,9999,Cowboy Burger
89,1.0,20,9999,Cowboy Burger
90,3.0,20,9999,Cowboy Burger
91,1.0,20,9999,Cowboy Burger
92,2.0,20,9999,Cowboy Burger
93,1.0,20,9999,Cowboy Burger
94,4.0,20,9999,Cowboy Burger
97,1.0,20,9999,Cowboy Burger
0,1.0,21,0,Cheese Pizza
2,4.0,21,2,Chicken Curry
3,1.0,21,3,Spicy Chicken Nuggest
7,2.0,21,7,Nachos
11,1.0,21,11,Meatloaf
12,1.0,21,12,Ceaser Salad
13,1.0,21,13,Mandarin Chicken PLate
14,3.0,21,14,Kung Pao Chicken
17,1.0,21,17,Sushi Plate
19,1.0,21,19,Cheesesteak Sandwhich
20,1.0,21,20,Southwest Salad
21,1.0,21,21,Lasagna
22,1.0,21,22,Pulled Pork Plate
23,1.0,21,23,Orange Chicken
24,1.0,21,24,Chili
27,1.0,21,27,Salmon with Mashed Potatoes
29,5.0,21,29,Pork Sliders
30,2.0,21,30,Vietnamese Sandwich
38,1.0,21,9999,Cowboy Burger
40,2.0,21,9999,Cowboy Burger
43,3.0,21,9999,Cowboy Burger
44,1.0,21,9999,Cowboy Burger
45,1.0,21,9999,Cowboy Burger
46,1.0,21,9999,Cowboy Burger
48,1.0,21,9999,Cowboy Burger
51,1.0,21,9999,Cowboy Burger
53,5.0,21,9999,Cowboy Burger
54,1.0,21,9999,Cowboy Burger
55,1.0,21,9999,Cowboy Burger
56,1.0,21,9999,Cowboy Burger
58,3.0,21,9999,Cowboy Burger
59,3.0,21,9999,Cowboy Burger
64,1.0,21,9999,Cowboy Burger
66,1.0,21,9999,Cowboy Burger
68,1.0,21,9999,Cowboy Burger
71,1.0,21,9999,Cowboy Burger
73,1.0,21,9999,Cowboy Burger
74,4.0,21,9999,Cowboy Burger
80,1.0,21,9999,Cowboy Burger
81,1.0,21,9999,Cowboy Burger
83,1.0,21,9999,Cowboy Burger
84,1.0,21,9999,Cowboy Burger
85,3.0,21,9999,Cowboy Burger
87,4.0,21,9999,Cowboy Burger
89,2.0,21,9999,Cowboy Burger
92,2.0,21,9999,Cowboy Burger
96,3.0,21,9999,Cowboy Burger
99,1.0,21,9999,Cowboy Burger
0,1.0,22,0,Cheese Pizza
3,2.0,22,3,Spicy Chicken Nuggest
5,2.0,22,5,Hamburger
6,2.0,22,6,Spicy Pork Sliders
9,1.0,22,9,Taco Surprise
10,1.0,22,10,Roasted Eggplant 
11,1.0,22,11,Meatloaf
13,1.0,22,13,Mandarin Chicken PLate
14,1.0,22,14,Kung Pao Chicken
16,1.0,22,16,Fried Rice Plate
18,3.0,22,18,Pepperoni Pizza
19,1.0,22,19,Cheesesteak Sandwhich
22,5.0,22,22,Pulled Pork Plate
25,1.0,22,25,Roast Beef Sandwich
26,1.0,22,26,Spicy Beef Plate
29,3.0,22,29,Pork Sliders
30,5.0,22,30,Vietnamese Sandwich
32,4.0,22,9999,Cowboy Burger
33,1.0,22,9999,Cowboy Burger
35,1.0,22,9999,Cowboy Burger
36,3.0,22,9999,Cowboy Burger
37,1.0,22,9999,Cowboy Burger
40,1.0,22,9999,Cowboy Burger
41,3.0,22,9999,Cowboy Burger
44,1.0,22,9999,Cowboy Burger
45,2.0,22,9999,Cowboy Burger
48,1.0,22,9999,Cowboy Burger
51,5.0,22,9999,Cowboy Burger
55,1.0,22,9999,Cowboy Burger
56,2.0,22,9999,Cowboy Burger
60,3.0,22,9999,Cowboy Burger
61,1.0,22,9999,Cowboy Burger
62,4.0,22,9999,Cowboy Burger
63,1.0,22,9999,Cowboy Burger
65,1.0,22,9999,Cowboy Burger
66,1.0,22,9999,Cowboy Burger
68,4.0,22,9999,Cowboy Burger
69,4.0,22,9999,Cowboy Burger
70,3.0,22,9999,Cowboy Burger
71,1.0,22,9999,Cowboy Burger
74,5.0,22,9999,Cowboy Burger
75,5.0,22,9999,Cowboy Burger
78,1.0,22,9999,Cowboy Burger
80,3.0,22,9999,Cowboy Burger
81,1.0,22,9999,Cowboy Burger
82,1.0,22,9999,Cowboy Burger
84,1.0,22,9999,Cowboy Burger
86,1.0,22,9999,Cowboy Burger
87,3.0,22,9999,Cowboy Burger
88,5.0,22,9999,Cowboy Burger
90,2.0,22,9999,Cowboy Burger
92,3.0,22,9999,Cowboy Burger
95,2.0,22,9999,Cowboy Burger
96,2.0,22,9999,Cowboy Burger
98,4.0,22,9999,Cowboy Burger
99,1.0,22,9999,Cowboy Burger
0,1.0,23,0,Cheese Pizza
2,1.0,23,2,Chicken Curry
4,1.0,23,4,Pretzels and Cheese Plate
6,2.0,23,6,Spicy Pork Sliders
10,4.0,23,10,Roasted Eggplant 
12,1.0,23,12,Ceaser Salad
13,4.0,23,13,Mandarin Chicken PLate
14,1.0,23,14,Kung Pao Chicken
15,1.0,23,15,BBQ Ribs
18,4.0,23,18,Pepperoni Pizza
22,2.0,23,22,Pulled Pork Plate
23,4.0,23,23,Orange Chicken
24,1.0,23,24,Chili
25,1.0,23,25,Roast Beef Sandwich
26,1.0,23,26,Spicy Beef Plate
27,5.0,23,27,Salmon with Mashed Potatoes
28,1.0,23,28,Penne Tomatoe Pasta
29,1.0,23,29,Pork Sliders
30,4.0,23,30,Vietnamese Sandwich
32,5.0,23,9999,Cowboy Burger
33,2.0,23,9999,Cowboy Burger
36,3.0,23,9999,Cowboy Burger
37,1.0,23,9999,Cowboy Burger
38,1.0,23,9999,Cowboy Burger
39,1.0,23,9999,Cowboy Burger
43,1.0,23,9999,Cowboy Burger
48,5.0,23,9999,Cowboy Burger
49,5.0,23,9999,Cowboy Burger
50,4.0,23,9999,Cowboy Burger
53,1.0,23,9999,Cowboy Burger
55,5.0,23,9999,Cowboy Burger
57,1.0,23,9999,Cowboy Burger
59,1.0,23,9999,Cowboy Burger
60,1.0,23,9999,Cowboy Burger
61,1.0,23,9999,Cowboy Burger
64,4.0,23,9999,Cowboy Burger
65,5.0,23,9999,Cowboy Burger
66,2.0,23,9999,Cowboy Burger
67,1.0,23,9999,Cowboy Burger
68,3.0,23,9999,Cowboy Burger
69,1.0,23,9999,Cowboy Burger
72,1.0,23,9999,Cowboy Burger
73,3.0,23,9999,Cowboy Burger
77,1.0,23,9999,Cowboy Burger
82,2.0,23,9999,Cowboy Burger
83,1.0,23,9999,Cowboy Burger
84,1.0,23,9999,Cowboy Burger
85,1.0,23,9999,Cowboy Burger
87,3.0,23,9999,Cowboy Burger
88,1.0,23,9999,Cowboy Burger
95,2.0,23,9999,Cowboy Burger
97,1.0,23,9999,Cowboy Burger
4,1.0,24,4,Pretzels and Cheese Plate
6,3.0,24,6,Spicy Pork Sliders
7,1.0,24,7,Nachos
10,2.0,24,10,Roasted Eggplant 
12,1.0,24,12,Ceaser Salad
15,1.0,24,15,BBQ Ribs
19,1.0,24,19,Cheesesteak Sandwhich
24,1.0,24,24,Chili
27,3.0,24,27,Salmon with Mashed Potatoes
30,5.0,24,30,Vietnamese Sandwich
31,1.0,24,31,Chicken Wrap
32,3.0,24,9999,Cowboy Burger
33,1.0,24,9999,Cowboy Burger
37,1.0,24,9999,Cowboy Burger
39,1.0,24,9999,Cowboy Burger
40,1.0,24,9999,Cowboy Burger
42,1.0,24,9999,Cowboy Burger
43,3.0,24,9999,Cowboy Burger
45,2.0,24,9999,Cowboy Burger
46,1.0,24,9999,Cowboy Burger
47,1.0,24,9999,Cowboy Burger
48,1.0,24,9999,Cowboy Burger
49,1.0,24,9999,Cowboy Burger
50,1.0,24,9999,Cowboy Burger
52,5.0,24,9999,Cowboy Burger
57,1.0,24,9999,Cowboy Burger
59,4.0,24,9999,Cowboy Burger
63,4.0,24,9999,Cowboy Burger
65,1.0,24,9999,Cowboy Burger
66,1.0,24,9999,Cowboy Burger
67,1.0,24,9999,Cowboy Burger
68,3.0,24,9999,Cowboy Burger
69,5.0,24,9999,Cowboy Burger
71,1.0,24,9999,Cowboy Burger
72,4.0,24,9999,Cowboy Burger
77,4.0,24,9999,Cowboy Burger
78,1.0,24,9999,Cowboy Burger
80,1.0,24,9999,Cowboy Burger
82,1.0,24,9999,Cowboy Burger
84,1.0,24,9999,Cowboy Burger
86,1.0,24,9999,Cowboy Burger
87,1.0,24,9999,Cowboy Burger
88,2.0,24,9999,Cowboy Burger
89,1.0,24,9999,Cowboy Burger
90,5.0,24,9999,Cowboy Burger
91,1.0,24,9999,Cowboy Burger
92,1.0,24,9999,Cowboy Burger
94,2.0,24,9999,Cowboy Burger
95,1.0,24,9999,Cowboy Burger
96,5.0,24,9999,Cowboy Burger
98,1.0,24,9999,Cowboy Burger
99,1.0,24,9999,Cowboy Burger
1,3.0,25,1,Burrito
2,1.0,25,2,Chicken Curry
7,1.0,25,7,Nachos
9,1.0,25,9,Taco Surprise
12,3.0,25,12,Ceaser Salad
16,3.0,25,16,Fried Rice Plate
17,1.0,25,17,Sushi Plate
18,1.0,25,18,Pepperoni Pizza
20,1.0,25,20,Southwest Salad
22,1.0,25,22,Pulled Pork Plate
23,1.0,25,23,Orange Chicken
26,2.0,25,26,Spicy Beef Plate
29,1.0,25,29,Pork Sliders
30,1.0,25,30,Vietnamese Sandwich
31,2.0,25,31,Chicken Wrap
33,4.0,25,9999,Cowboy Burger
34,3.0,25,9999,Cowboy Burger
35,2.0,25,9999,Cowboy Burger
36,1.0,25,9999,Cowboy Burger
37,1.0,25,9999,Cowboy Burger
40,1.0,25,9999,Cowboy Burger
41,1.0,25,9999,Cowboy Burger
43,1.0,25,9999,Cowboy Burger
47,4.0,25,9999,Cowboy Burger
50,1.0,25,9999,Cowboy Burger
51,1.0,25,9999,Cowboy Burger
53,1.0,25,9999,Cowboy Burger
56,1.0,25,9999,Cowboy Burger
58,2.0,25,9999,Cowboy Burger
64,2.0,25,9999,Cowboy Burger
67,2.0,25,9999,Cowboy Burger
68,1.0,25,9999,Cowboy Burger
70,1.0,25,9999,Cowboy Burger
71,4.0,25,9999,Cowboy Burger
73,1.0,25,9999,Cowboy Burger
74,1.0,25,9999,Cowboy Burger
76,1.0,25,9999,Cowboy Burger
79,1.0,25,9999,Cowboy Burger
82,1.0,25,9999,Cowboy Burger
84,2.0,25,9999,Cowboy Burger
85,1.0,25,9999,Cowboy Burger
91,3.0,25,9999,Cowboy Burger
92,1.0,25,9999,Cowboy Burger
94,1.0,25,9999,Cowboy Burger
95,1.0,25,9999,Cowboy Burger
97,2.0,25,9999,Cowboy Burger
0,1.0,26,0,Cheese Pizza
1,1.0,26,1,Burrito
2,1.0,26,2,Chicken Curry
3,1.0,26,3,Spicy Chicken Nuggest
4,4.0,26,4,Pretzels and Cheese Plate
5,2.0,26,5,Hamburger
6,3.0,26,6,Spicy Pork Sliders
7,5.0,26,7,Nachos
13,3.0,26,13,Mandarin Chicken PLate
14,1.0,26,14,Kung Pao Chicken
16,1.0,26,16,Fried Rice Plate
18,3.0,26,18,Pepperoni Pizza
20,1.0,26,20,Southwest Salad
21,3.0,26,21,Lasagna
22,5.0,26,22,Pulled Pork Plate
23,5.0,26,23,Orange Chicken
24,5.0,26,24,Chili
27,1.0,26,27,Salmon with Mashed Potatoes
31,1.0,26,31,Chicken Wrap
35,1.0,26,9999,Cowboy Burger
36,4.0,26,9999,Cowboy Burger
40,1.0,26,9999,Cowboy Burger
44,1.0,26,9999,Cowboy Burger
45,2.0,26,9999,Cowboy Burger
47,1.0,26,9999,Cowboy Burger
48,1.0,26,9999,Cowboy Burger
49,3.0,26,9999,Cowboy Burger
50,2.0,26,9999,Cowboy Burger
52,1.0,26,9999,Cowboy Burger
54,4.0,26,9999,Cowboy Burger
55,1.0,26,9999,Cowboy Burger
57,3.0,26,9999,Cowboy Burger
58,1.0,26,9999,Cowboy Burger
61,1.0,26,9999,Cowboy Burger
62,2.0,26,9999,Cowboy Burger
66,1.0,26,9999,Cowboy Burger
68,4.0,26,9999,Cowboy Burger
71,1.0,26,9999,Cowboy Burger
73,4.0,26,9999,Cowboy Burger
76,1.0,26,9999,Cowboy Burger
81,3.0,26,9999,Cowboy Burger
85,1.0,26,9999,Cowboy Burger
86,3.0,26,9999,Cowboy Burger
88,5.0,26,9999,Cowboy Burger
91,1.0,26,9999,Cowboy Burger
94,5.0,26,9999,Cowboy Burger
95,1.0,26,9999,Cowboy Burger
96,1.0,26,9999,Cowboy Burger
97,1.0,26,9999,Cowboy Burger
0,1.0,27,0,Cheese Pizza
9,1.0,27,9,Taco Surprise
10,1.0,27,10,Roasted Eggplant 
18,4.0,27,18,Pepperoni Pizza
19,3.0,27,19,Cheesesteak Sandwhich
20,1.0,27,20,Southwest Salad
22,2.0,27,22,Pulled Pork Plate
24,2.0,27,24,Chili
25,1.0,27,25,Roast Beef Sandwich
27,3.0,27,27,Salmon with Mashed Potatoes
28,1.0,27,28,Penne Tomatoe Pasta
29,1.0,27,29,Pork Sliders
31,1.0,27,31,Chicken Wrap
33,3.0,27,9999,Cowboy Burger
40,1.0,27,9999,Cowboy Burger
42,1.0,27,9999,Cowboy Burger
43,1.0,27,9999,Cowboy Burger
44,3.0,27,9999,Cowboy Burger
45,1.0,27,9999,Cowboy Burger
51,3.0,27,9999,Cowboy Burger
52,1.0,27,9999,Cowboy Burger
55,3.0,27,9999,Cowboy Burger
57,1.0,27,9999,Cowboy Burger
59,1.0,27,9999,Cowboy Burger
60,1.0,27,9999,Cowboy Burger
61,1.0,27,9999,Cowboy Burger
64,1.0,27,9999,Cowboy Burger
66,3.0,27,9999,Cowboy Burger
68,1.0,27,9999,Cowboy Burger
70,1.0,27,9999,Cowboy Burger
71,2.0,27,9999,Cowboy Burger
72,1.0,27,9999,Cowboy Burger
75,3.0,27,9999,Cowboy Burger
78,1.0,27,9999,Cowboy Burger
80,3.0,27,9999,Cowboy Burger
82,1.0,27,9999,Cowboy Burger
83,3.0,27,9999,Cowboy Burger
86,1.0,27,9999,Cowboy Burger
87,2.0,27,9999,Cowboy Burger
90,1.0,27,9999,Cowboy Burger
91,1.0,27,9999,Cowboy Burger
92,1.0,27,9999,Cowboy Burger
